security_code,isin,symbol,security_group,security_name
504731,INE566M01017,IBRIGST,XT,INDIAN BRIGHT STEEL CO.LTD.
504741,INE323C01030,INDIANHUME,B,INDIAN HUME PIPE CO.LTD.
504786,INE155E01016,INVPRECQ,X,INVESTMENT & PRECISION CASTING
504810,INE123E01014,INFORTEC,XT,INFORMED TECHNOLOGIES INDIA LT
504840,INE375D01012,KAIRA,X,KAIRA CAN CO.LTD.
504879,INE569C01020,ORIENTCER,B,ORIENT CERATECH LIMITED
504882,INE166R01015,NATIONSTD,B,NATIONAL STANDARD (INDIA) LTD.
504903,INE336C01016,RATHIST,X,RATHI STEEL & POWER LTD.
504908,INE340F01011,DUNCANENG,X,Duncan Engineering Limited
504918,INE149K01016,SANDUMA,B,SANDUR MANGANESE & IRON ORES L
504959,INE755D01015,STOVACQ,X,STOVEC INDUSTRIES LTD.
504961,INE895C01011,TATAYODOGA,XT,TAYO ROLLS LTD.
504973,INE149A01033,CHOLAHLDNG,A,CHOLAMANDALAM FINANCIAL HOLDIN
504988,INE380G01015,ZWELCAST,X,WELCAST STEELS LTD.
505010,INE449A01011,AUTOAXLES,B,AUTOMOTIVE AXLES LTD.
505036,INE451C01013,ACGL,B,AUTOMOBILE CORPORATION OF GOA
505075,INE878E01021,SETCO,T,SETCO AUTOMOTIVE LTD.
505160,INE187D01029,TALBROAUTO,B,TALBROS AUTOMOTIVE COMPONENTS
505163,INE116C01012,ZFSTEERING,X,Z.F.STEERING GEAR (INDIA) LTD.
505192,INE294B01019,SMLISUZU,B,SML ISUZU LIMITED
505196,INE806C01018,TIL,Z,TIL LTD.
505200,INE066A01021,EICHERMOT,A,EICHER MOTORS LTD.
505212,INE280F01019,JAINEX,X,JAINEX AAMCOL LTD.
505216,INE782D01027,ALFREDHE,X,ALFRED HERBERT (INDIA) LTD.
505232,INE232E01013,VELJAN,X,VELJAN DENISON LIMITED
505242,INE221B01012,DYNAMATECH,B,DYNAMATIC TECHNOLOGIES LTD.
505250,INE631D01026,GGDPROP,X,G. G. Dandekar Properties Limi
505255,INE541A01023,GMMPFAUDLR,A,GMM PFAUDLER LTD.
505283,INE811A01020,KIRLPNU,A,KIRLOSKAR PNEUMATIC CO.LTD.
505299,INE731D01024,KPT,X,KPT INDUSTRIES LIMITED
505302,INE718M01022,LXMIATO,X,LAKSHMI AUTOMATIC LOOM WORKS L
505324,INE867A01022,MANUGRAPH,B,MANUGRAPH INDIA LTD.
505336,INE098E01018,HARSHILAGR,XT,HARSHIL AGROTECH LIMITED
505343,INE811D01024,MONOT,Z,MONOTYPE INDIA LTD.
505355,INE317F01035,NESCO,A,NESCO LTD.
505358,INE984B01023,INTEGRAEN,X,INTEGRA ENGINEERING INDIA LTD.
505368,INE617A01013,SEMAC,T,SEMAC CONSULTANTS LIMITED
505400,INE435C01024,TEXINFRA,B,TEXMACO INFRASTRUCTURE & HOLDI
505412,INE274C01019,WENDT,B,WENDT (INDIA) LTD.
505502,INE953M01033,PSITINFRA,XT,PS IT INFRASTRUCTURE & SERVICE
505509,INE688D01026,RESPONIND,B,RESPONSIVE INDUSTRIES LTD.
505515,INE203N01015,SHYMINV,XT,SHYAMKAMAL INVESTMENTS LTD.
505523,INE272E01027,MAHACORP,XT,MAHARASHTRA CORPORATION LTD.
505526,INE966A01022,DOLATALGO,B,DOLAT ALGOTECH LIMITED
505533,INE274F01020,WESTLIFE,A,WESTLIFE FOODWORLD LIMITED
505537,INE256A01028,ZEEL,A,ZEE ENTERTAINMENT ENTERPRISES
505590,INE308E01029,SVPGLOB,B,SVP GLOBAL TEXTILES LIMITED
505650,INE178E01026,SKYLMILAR,XT,SKYLINE MILLARS LTD.
505681,INE469A01019,BIMETAL,X,BIMETAL BEARINGS LTD.
505688,INE561C01019,BHARATGEAR,B,BHARAT GEARS LTD.
505690,INE856A01017,BRADYM,X,BRADY & MORRIS ENGINEERING CO.
505693,INE501N01020,LATIMMETAL,X,La Tim Metal & Industries Limi
505700,INE205B01023,ELECON,A,ELECON ENGINEERING CO.LTD.
505703,INE498D01012,DECANBRG,X,DECCAN BEARINGS LTD.
505710,INE266D01021,GRAUWEIL,B,GRAUER & WEIL (INDIA) LTD.
505712,INE705G01021,HIMTEK,X,HIM TEKNOFORGE LIMITED
505714,INE524A01029,GABRIEL,A,GABRIEL INDIA LTD.
505720,INE688E01024,HERCULES,B,HERCULES HOISTS LTD.
505725,INE598D01027,AQFINTECH,X,ALGOQUANT FINTECH LIMITED
505726,INE559A01017,IFBIND,B,IFB INDUSTRIES LTD.
505729,INE638A01035,SINGER,X,SINGER INDIA LTD.
505737,INE403C01014,INTLCOMBQ,X,INTERNATIONAL COMBUSTION (INDI
505744,INE529A01010,FMGOETZE,B,FEDERAL-MOGUL GOETZE (INDIA) L
505750,INE636D01033,JOSTS,X,JOSTS ENGINEERING CO.LTD.
505790,INE513A01022,SCHAEFFLER,A,Schaeffler India Limited
505797,INE860N01012,MPCOSEMB,XT,MIPCO SEAMLESS RINGS (GUJARAT)
505800,INE384A01010,RANEHOLDIN,B,RANE HOLDINGS LTD.
505827,INE568F01017,SNL,X,SNL BEARINGS LTD.
505840,INE058D01030,JAIPAN,X,JAIPAN INDUSTRIES LTD.
505850,INE545L01039,MANCREDIT,X,MANGAL CREDIT AND FINCORP LTD.
505854,INE391D01019,TRF,T,TRF LTD.
505872,INE765D01014,WPIL,B,WPIL LTD.
505890,INE717A01029,KENNAMET,B,KENNAMETAL INDIA LTD.
505893,INE724D01011,HINDHARD,X,HINDUSTAN HARDY LIMITED
505978,INE440G01017,TRITONV,X,TRITON VALVES LTD.
506003,INE618D01015,SUDAI,XT,SUDAL INDUSTRIES LTD.
506022,INE603A01013,PRAKASH,B,PRAKASH INDUSTRIES LTD.
506074,INE968D01022,ARSHIYA,T,ARSHIYA LIMITED
506076,INE536A01023,GRINDWELL,A,GRINDWELL NORTON LTD.
506105,INE441L01015,STANROS,X,STANROSE MAFATLAL INVESTMENTS
506109,INE727B01026,GENESYS,B,GENESYS INTERNATIONAL CORPORAT
506122,INE820M01018,PANKAJPIYUS,XT,Pankaj Piyush Trade & Inv. Ltd
506128,INE383L01019,PARNAXLAB,XT,PARNAX LAB LTD.
506134,INE512D01028,GOURMET,X,GOURMET GATEWAY INDIA LIMITED
506146,INE370E01029,VIVIDHA,T,VISAGAR POLYTEX LTD.
506184,INE879E01037,KANANIIND,B,KANANI INDUSTRIES LTD.
506186,INE403B01016,GCKL,XT,GALAXY CLOUD KITCHENS LIMITED
506194,INE643K01018,ARIHANTSUP,B,ARIHANT SUPERSTRUCTURES LIMITE
506197,INE416D01022,BLISSGVS,B,BLISS GVS PHARMA LTD.
506222,INE189B01011,STYRENIX,B,Styrenix Performance Materials
506235,INE426A01027,ALEMBICLTD,B,ALEMBIC LTD.
506248,INE275D01022,AMNPLST,B,AMINES & PLASTICIZERS LTD.
506260,INE489G01022,ANUHPHR,X,ANUH PHARMA LTD.
506261,INE737D01021,MODISONLTD,T,MODISON LIMITED
506285,INE462A01022,BAYERCROP,A,BAYER CROPSCIENCE LTD.
506365,INE320M01019,CHEMOPH,X,CHEMO PHARMA LABORATORIES LTD.
506390,INE492A01029,HEUBACHIND,B,Heubach Colorants India Limite
506395,INE169A01031,COROMANDEL,A,COROMANDEL INTERNATIONAL LTD.
506401,INE288B01029,DEEPAKNTR,A,DEEPAK NITRITE LTD.
506405,INE505A01010,DMCC,B,DMCC SPECIALITY CHEMICALS LIMI
506414,INE225B01021,FERMENTA,X,FERMENTA BIOTECH LIMITED
506480,INE077F01035,GOCLCORP,B,GOCL Corporation Limited
506520,INE693E01016,JAYCH,XT,JAYSHREE CHEMICALS LTD.
506525,INE138C01024,KANORICHEM,B,KANORIA CHEMICALS & INDUSTRIES
506528,INE881E01017,KELENRG,XT,KELTECH ENERGIES LTD.
506532,INE265B01019,NITTAGELA,X,NITTA GELATIN INDIA LTD.
506543,INE468C01017,MPAGI,XT,M.P.AGRO INDUSTRIES LTD.
506579,INE321D01016,OCCL,T,ORIENTAL CARBON & CHEMICALS LT
506590,INE602A01031,PCBL,A,PCBL LIMITED
506597,INE841D01013,AMAL,X,AMAL LTD.
506605,INE752B01024,POLYCHEM,X,POLYCHEM LTD.
506618,INE277B01014,PUNJABCHEM,B,PUNJAB CHEMICALS AND CROP PROT
506640,INE218N01021,GUJCMDS,XT,GUJCHEM DISTILLERS INDIA LTD.
506642,INE888C01040,SADHNANIQ,B,SADHANA NITROCHEM LTD.
506655,INE659A01023,SUDARSCHEM,A,SUDARSHAN CHEMICAL INDUSTRIES
506685,INE405A01021,ULTRAMAR,B,ULTRAMARINE & PIGMENTS LTD.
506687,INE687A01016,TRANSPEK,B,TRANSPEK INDUSTRY LTD.
506690,INE351A01035,UNICHEMLAB,A,UNICHEM LABORATORIES LTD.
506734,INE741A01011,MYSORPETRO,X,MYSORE PETRO CHEMICALS LTD.
506767,INE150B01039,ALKYLAMINE,A,ALKYL AMINES CHEMICALS LTD.
506808,INE400A01014,TUTIALKA,B,TUTICORIN ALKALI CHEMICALS AND
506820,INE203A01020,ASTRAZEN,A,ASTRAZENECA PHARMA INDIA LTD.
506852,INE607A01022,PRIMO,B,Primo Chemicals Limited
506854,INE639B01015,TANFACIND,B,TANFAC INDUSTRIES LTD.
506858,INE636P01011,GUJPETR,XT,GUJARAT PETROSYNTHESE LTD.
506879,INE942C01045,GUJTHEM,B,GUJARAT THEMIS BIOSYN LTD.
506906,INE467X01015,SCBL,X,Saptak Chem And Business Limit
506919,INE987A01010,MAKERSL,X,MAKERS LABORATORIES LTD.
506935,INE423K01015,CONTCHM,X,CONTINENTAL CHEMICALS LTD.
506943,INE572A01036,JBCHEPHARM,A,J.B.CHEMICALS & PHARMACEUTICAL
506979,INE046E01025,APTPACK,XT,APT PACKAGING LTD.
506981,INE472D01017,BLUECHIPT,X,BLUE CHIP TEX INDUSTRIES LTD.
507155,INE574A01016,JAGAJITIND,X,JAGATJIT INDUSTRIES LTD.
507180,INE133B01019,KESARENT,XT,KESAR ENTERPRISES LTD.
507205,INE133E01013,TI,A,TILAKNAGAR INDUSTRIES LTD.
507265,INE044N01021,EMERALL,XT,Emerald Leisures Limited
507300,INE615A01025,RAVALSUGAR,XT,The Ravalgaon Sugar Farm Limit
507315,INE623A01011,SAKHTISUG,B,SAKTHI SUGARS LTD.
507410,INE711A01022,WALCHANNAG,B,WALCHANDNAGAR INDUSTRIES LTD.
507438,INE076C01018,IFBAGRO,B,IFB AGRO INDUSTRIES LTD.
507474,INE991B01010,KFBL,X,KOTHARI FERMENTATION & BIOCHEM
507486,INE470N01010,CAPRO,XT,CAPROLACTAM CHEMICALS LTD.
507488,INE075D01018,GMBREW,B,G.M.BREWERIES LTD.
507490,INE625B01014,RANASUG,B,RANA SUGARS LTD.
507498,INE544C01023,PICCASUG,XT,PICCADILY SUGAR & ALLIED INDUS
507514,INE480C01038,SDBL,A,SOM DISTILLERIES & BREWERIES L
507515,INE557D01015,CJGEL,X,C.J.GELATINE PRODUCTS LTD.
507526,INE073G01016,ASALCBR,B,ASSOCIATED ALCOHOLS & BREWERIE
507552,INE976E01023,FOODSIN,B,FOODS & INNS LTD.
507580,INE043C01018,IVP,B,IVP LTD.
507598,INE014E01015,KLRFM,X,KOVILPATTI LAKSHMI ROLLER FLOU
507609,INE286E01019,OLYOI,XT,OLYMPIC OIL INDUSTRIES LTD.
507621,INE588G01013,MLKFOOD,XT,MILKFOOD LTD.
507645,INE339F01021,POLSON,X,POLSON LTD.
507685,INE075A01022,WIPRO,A,WIPRO LTD.
507690,INE247F01018,ORIBEVER,X,ORIENT BEVERAGES LTD.
507717,INE435G01025,DHANUKA,B,DHANUKA AGRITECH LTD.
507747,INE910C01018,TTKHLTCARE,B,TTK HEALTHCARE LTD.
507753,INE284B01028,TGVSL,B,TGV SRAAC Limited
507759,INE891G01011,LIMECHM,X,LIME CHEMICALS LTD.
507779,INE694E01014,KANPRPLA,B,KANPUR PLASTIPACK LTD.
507789,INE048B01027,JAGSNPHARM,B,JAGSONPAL PHARMACEUTICALS LTD.
507794,INE745B01028,KHAICHEM,B,KHAITAN CHEMICALS & FERTILIZER
507813,INE296D01010,NOL,X,NATIONAL OXYGEN LTD.
507815,INE322A01010,GILLETTE,A,GILLETTE INDIA LTD.
507817,INE469D01013,WIREFABR,X,WIRES & FABRIKS (SA) LTD.
507828,INE880B01015,ANSALHSG,X,ANSAL HOUSING LIMITED
507833,INE607B01012,COMPUPN,XT,COMPUTER POINT LTD.
507836,INE435D01014,MCCHRLS-B,X,MAC CHARLES (INDIA) LTD.
507852,INE757C01021,ADDIND,X,ADDI INDUSTRIES LTD.
507864,INE746D01014,PIONRINV,XT,PIONEER INVESTCORP LTD.
507872,INE372I01018,ASHNOOR,XT,ASHNOOR TEXTILE MILLS LTD.
507878,INE694A01020,UNITECH,Z,UNITECH LTD.
507880,INE054A01027,VIPIND,A,V.I.P.INDUSTRIES LTD.
507910,INE296C01020,FIBERWEB,B,FIBERWEB (INDIA) LTD.
507912,INE724A01017,LKPFIN,X,LKP FINANCE LIMITED
507944,INE704G01024,BAJAJST,X,BAJAJ STEEL INDUSTRIES LTD.
507946,INE845A01010,KIDUJA,X,KIDUJA INDIA LTD.
507948,INE130F01016,KEYCORP,XT,KEY CORP LTD.
507960,INE621C01011,GUJHOTE,X,GUJARAT HOTELS LTD.
507966,INE651D01016,RASRESOR,XT,RAS RESORTS & APART HOTELS LTD
507970,INE143I01013,PARMCOS-B,X,PARAMOUNT COSMETICS (INDIA) LT
507981,INE726D01016,JINDHOT,XT,JINDAL HOTELS LTD.
507998,INE657D01021,SIMMOND,XT,SIMMONDS MARSHALL LTD.
508136,INE489D01011,BNALTD,X,B & A LTD.
508486,INE979B01015,HAWKINCOOK,B,HAWKINS COOKERS LTD.
508494,INE712A01012,WARRENTEA,X,WARREN TEA LTD.
508571,INE788M01017,COCHMAL,XT,COCHIN MALABAR ESTATES & INDUS
508664,INE553F01035,BESTEAST,X,BEST EASTERN HOTELS LTD.
508670,INE605D01012,NEAGI,X,NEELAMALAI AGRO INDUSTRIES LTD
508807,INE684B01029,ISTLTD,B,IST LTD.
508814,INE757A01017,COSMOFIRST,B,Cosmo First Limited
508869,INE437A01024,APOLLOHOSP,A,APOLLO HOSPITALS ENTERPRISE LT
508875,INE861H01020,NITINCAST,X,Nitin Castings Limited
508905,INE641A01013,SMIFS,XT,SMIFS CAPITAL MARKETS LTD.
508906,INE295A01018,EVERESTIND,B,EVEREST INDUSTRIES LTD.
508918,INE791H01011,IRONWOOD,X,IRONWOOD EDUCATION LIMITED
508922,INE331L01026,MSRINDIA,X,MSR INDIA LTD.
508933,INE193B01039,AYMSYNTEX,B,AYM Syntex Limited
508941,INE013E01017,PANCARBON,X,PANASONIC CARBON INDIA CO.LTD.
508954,INE734I01027,FINKURVE,XT,FINKURVE FINANCIAL SERVICES LT
508956,INE549B01016,HBLEAS,XT,HB LEASING & FINANCE CO.LTD.
508969,INE673M01029,SULABEN,X,SULABH ENGINEERS & SERVICES LT
508980,INE977E01013,FRONTCAP,Z,FRONTIER CAPITAL LIMITED
508989,INE060A01024,NAVNETEDUL,B,NAVNEET EDUCATION LIMITED
509009,INE218C01016,AUSOMENT,T,AUSOM ENTERPRISE LIMITED
509015,INE190F01028,THAKRAL,XT,THAKRAL SERVICES (INDIA) LTD.
509020,INE413B01023,RUCHINFRA,B,RUCHI INFRASTRUCTURE LTD.
509026,INE117F01013,VJTFEDU,XT,VJTF EDUSERVICES LTD.
509038,INE763D01019,VOLLF,X,VOLTAIRE LEASING & FINANCE LTD
509040,INE040F01033,NETLINK,XT,NETLINK SOLUTIONS (INDIA) LTD.
509048,INE572G01025,LANCORHOL,B,LANCOR HOLDINGS LTD.
509051,INE300B01022,INDINFO,X,INDIAN INFOTECH & SOFTWARE LTD
509053,INE521L01030,BANASFN,XT,BANAS FINANCE LTD.
509055,INE392A01021,VISAKAIND,B,VISAKA INDUSTRIES LTD.
509073,INE525B01016,HATHWAYB,X,HATHWAY BHAWANI CABLETEL & DAT
509079,INE742B01025,GUFICBIO,B,GUFIC BIOSCIENCES LTD.
509152,INE137I01015,GRPLTD,T,GRP LTD.
509162,INE802D01023,INDAG,X,INDAG RUBBER LTD.
509196,INE159E01026,MMRUBBR-B,X,MM RUBBER COMPANY LTD.
509220,INE034D01049,PTL,B,PTL ENTERPRISES LTD.
509243,INE421C01016,TVSSRICHAK,A,TVS SRICHAKRA LTD.
509423,INE367E01033,SEL,XT,SANATHNAGAR ENTERPRISES LIMITE
509438,INE664D01019,BENARAS,B,BENARES HOTELS LTD.
509449,INE026I01010,BHAGWOX,X,BHAGWATI OXYGEN LTD.
509470,INE01TL01014,BOMOXY-B1,XT,BOMBAY OXYGEN INVESTMENTS LIMI
509472,INE145E01017,CRAVATEX,X,CRAVATEX LTD.
509480,INE463A01038,BERGEPAINT,A,BERGER PAINTS INDIA LTD.
509486,INE479A01018,CAPRIHANS,X,CAPRIHANS INDIA LTD.
509488,INE371A01025,GRAPHITE,A,GRAPHITE INDIA LTD.
509496,INE686A01026,ITDCEM,A,ITD CEMENTATION INDIA LTD.
509525,INE515H01014,EMPIND,X,EMPIRE INDUSTRIES LTD.
509546,INE214F01026,GRAVISSHO,X,GRAVISS HOSPITALITY LTD.
509557,INE276A01018,GARFIBRES,A,GARWARE TECHNICAL FIBRES LIMIT
509563,INE925D01014,GARWAMAR,XT,GARWARE MARINE INDUSTRIES LTD.
509567,INE426D01013,GOACARBON,B,GOA CARBON LTD.
509597,INE722D01015,HARDCAS,XT,HARDCASTLE & WAUD MFG.CO.LTD.
509631,INE545A01016,HEG,A,HEG LTD.
509635,INE310C01029,HINDCOMPOS,B,HINDUSTAN COMPOSITES LTD.
509675,INE557A01011,HIL,B,HIL LTD.
509692,INE061A01014,INDIANCARD,B,INDIAN CARD CLOTHING CO.LTD.
509709,INE575C01027,INTLCONV,B,INTERNATIONAL CONVEYORS LTD.
509715,INE364A01020,JAYSREETEA,B,JAY SHREE TEA & INDUSTRIES LTD
509732,INE972A01020,KOTIC,XT,KOTHARI INDUSTRIAL CORPORATION
509760,INE370A01019,MODRNSH,XT,MODERN SHARES & STOCKBROKERS L
509820,INE275B01026,HUHTAMAKI,B,HUHTAMAKI INDIA LIMITED
509835,INE940N01012,PREMSYN,X,PREMIER SYNTHETICS LTD.
509874,INE849C01026,SHALPAINTS,B,SHALIMAR PAINTS LTD.
509887,INE896E01023,SINNAR,XT,SINNAR BIDI UDYOG LTD.
509895,INE832D01020,HINDMILL,X,HINDOOSTAN MILLS LTD.
509930,INE195A01028,SUPREMEIND,A,SUPREME INDUSTRIES LTD.
509945,INE077P01034,THACKER,XT,THACKER & CO.LTD.
509966,INE710A01016,VSTIND,A,VST INDUSTRIES LTD.
510245,INE804A01025,SWASTIVI,X,SWASTI VINAYAKA SYNTHETICS LTD
511000,INE856D01011,MADHUSE,XT,MADHUSUDAN SECURITIES LTD.
511012,INE457N01025,YAMNINV,XT,YAMINI INVESTMENTS COMPANY LTD
511016,INE946K01023,PREMCAP,X,PREMIER CAPITAL SERVICES LTD.
511018,INE679T01013,ZMILGFIN,XT,MILGREY FINANCE & INVESTMENT L
511034,INE742C01031,JINDRILL,B,JINDAL DRILLING & INDUSTRIES L
511066,INE302E01014,SAKTHIFIN,X,SAKTHI FINANCE LTD.
511076,INE065D01027,SATINDLTD,B,SAT INDUSTRIES LTD.
511092,INE047E01031,JMDVL,XT,JMD Ventures Limited
511108,INE705C01020,SHIVATEX,B,SHIVA TEXYARN LTD.
511110,INE848D01018,VBDESAI,X,V.B.DESAI FINANCIAL SERVICES L
511116,INE527B01020,QUADRANT,XT,QUADRANT TELEVENTURES LIMITED
511122,INE609B01018,1STCUS,XT,FIRST CUSTODIAN FUND (INDIA) L
511131,INE344D01018,KAMANWALA,X,KAMANWALA HOUSING CONSTRUCTION
511147,INE549D01012,WSFX,XT,WSFX Global Pay Limited
511153,INE096I01021,ANJANIFOODS,XT,Anjani Foods Limited
511187,INE570N01025,MILLENNIUM,XT,Millennium Online Solutions (I
511194,INE613B01010,ICDSLTD,T,ICDS LTD.
511196,INE477A01020,CANFINHOME,A,CAN FIN HOMES LTD.
511200,INE910G01027,MUNCAPM,XT,MUNOTH CAPITAL MARKET LTD.
511208,INE050B01023,IVC,B,IL&FS INVESTMENT MANAGERS LTD.
511218,INE721A01013,SHRIRAMFIN,A,Shriram Finance Limited
511243,INE121A01024,CHOLAFIN,A,CHOLAMANDALAM INVESTMENT AND F
511246,INE910D01024,BOMTALKIES,XT,BOMBAY TALKIES LIMITED
511333,INE709A01018,VLSFINANCE,B,VLS FINANCE LTD.
511355,INE429D01017,INDCEMCAP,XT,INDIA CEMENTS CAPITAL LTD.
511359,INE556D01017,ADMANUM,XT,AD-MANUM FINANCE LTD.
511377,INE240B01012,MEHIF,XT,MEHTA INTEGRATED FINANCE LTD.
511391,INE661M01016,INTRGLB,XT,INTER GLOBE FINANCE LTD.
511401,INE410E01015,MCLTD,X,MUNOTH COMMUNICATION LIMITED
511411,INE472C01027,SHRISTI,X,SHRISTI INFRASTRUCTURE DEVELOP
511413,INE559D01011,CREST,B,CREST
511431,INE051B01021,VAKRANGEE,A,VAKRANGEE LIMITED
511441,INE034B01019,GUJCRED,XT,GUJARAT CREDIT CORPORATION LTD
511447,INE706F01021,SYLPH,XT,SYLPH TECHNOLOGIES LTD.
511451,INE899D01011,DHARFIN,X,DHARANI FINANCE LTD.
511463,INE191N01012,ALEXANDER,X,Alexander Stamps And Coin Limi
511473,INE841B01017,INDBANK,B,INDBANK MERCHANT BANKING SERVI
511493,INE488C01015,SHRYDUS,X,SHRYDUS INDUSTRIES LIMITED
511501,INE900A01013,BHARAT,X,BHARAT BHUSHAN SHARE & COMMODI
511505,INE707C01018,CAPTRUST,B,CAPITAL TRUST LTD.
511507,INE697C01011,USHAKIRA,XT,USHAKIRAN FINANCE LTD.
511509,INE380K01017,VIVOBIOT,X,VIVO BIO TECH LTD.
511523,INE882C01035,VEERHEALTH,X,VEERHEALTH CARE LIMITED
511525,INE376A01032,PANINDIAC,X,PAN INDIA CORPORATION LTD.
511533,INE135C01012,SAHARAHOUS,X,SAHARA HOUSINGFINA CORPORATION
511535,INE026C01013,NDASEC,XT,NDA SECURITIES LTD.
511543,INE777C01011,GSBFIN,X,GSB FINANCE LTD.
511549,INE367A01015,MORARKFI,X,MORARKA FINANCE LTD.
511551,INE903D01011,MONARCH,B,Monarch Networth Capital Limit
511557,INE732K01027,PROFINC,X,PRO FIN CAPITAL SERVICES LTD.
511559,INE289C01025,TIMESGTY,B,TIMES GUARANTY LTD.
511563,INE654D01010,SANCF,XT,SANCHAY FINVEST LTD.
511571,INE754C01010,SODFC,XT,SOM DATT FINANCE CORPORATION L
511585,INE425F01028,REGTRUS,X,REGENCY TRUST LTD.
511589,INE323B01024,AVONMORE,T,AVONMORE CAPITAL & MANAGEMENT
511593,INE212B01011,LIBORDFIN,XT,LIBORD FINANCE LTD
511601,INE216B01012,YASHMGM,X,YASH MANAGEMENT & SATELLITE LT
511605,INE420B01036,ARIHANTCAP,B,ARIHANT CAPITAL MARKETS LTD.
511609,INE569B01022,ISLCONSUL,X,ISL CONSULTING LTD.
511611,INE891B01012,DCMFINSERV,T,DCM FINANCIAL SERVICES LTD.
511626,INE229D01011,RRFIN,XT,RR FINANCIAL CONSULTANTS LTD.
511628,INE417D01012,IMCAP,X,IM+ CAPITALS LIMITED
511630,INE699B01027,SAMBHAAV,B,SAMBHAAV MEDIA LTD.
511654,INE309D01011,SUGALDAM,X,SUGAL & DAMANI SHARE BROKERS L
511658,INE027D01019,NETTLINX,X,NETTLINX LTD.
511664,INE443D01018,BGIL,XT,BGIL FILMS & TECHNOLOGIES LTD.
511672,INE099G01011,SCANSTL,X,Scan Steels Limited
511676,INE289B01019,GICHSGFIN,B,GIC HOUSING FINANCE LTD.
511688,INE963B01019,MATHEWE,X,MATHEW EASOW RESEARCH SECURITI
511692,INE759C01019,AJCON,X,AJCON GLOBAL SERVICES LTD.
511700,INE625D01028,STANCAP,X,STANDARD CAPITAL MARKETS LTD.
511702,INE290E01011,YOGI,X,YOGI LIMITED
511710,INE717D01023,CUBIFIN,XT,CUBICAL FINANCIAL SERVICES LTD
511712,INE452B01013,RELICTEC,X,RELIC TECHNOLOGIES LTD.
511714,INE875B01015,NIMBSPROJ,X,NIMBUS PROJECTS LTD.
511716,INE359A01012,INVIGO,XT,Invigorated Business Consultin
511724,INE020D01022,BAIDFIN,B,BAID FINSERV LIMITED
511726,INE946H01037,VIPULLTD,B,VIPUL LTD.
511728,INE006C01015,KZLFIN,X,K.Z.LEASING & FINANCE LTD.
511734,INE527C01010,PASUFIN,XT,PASUPATI FINCAP LTD.
511738,INE241B01010,MEHSECU,X,MEHTA SECURITIES LTD.
511740,INE239B01014,MEHTAHG,X,MEHTA HOUSING FINANCE LTD.
511742,INE583D01011,UGROCAP,B,UGRO CAPITAL LIMITED
511754,INE861D01011,SAHLIBHFI,XT,SHALIBHADRA FINANCE LTD.
511756,INE195I01013,ABIRAFN,Z,ABIRAMI FINANCIAL SERVICES (IN
511758,INE094E01017,MANSIFIN,X,MANSI FINANCE (CHENNAI) LTD.
511760,INE518D01025,SEVENHILL,XT,SEVEN HILL INDUSTRIES LIMITED
511764,INE819K01014,AASTAFIN,X,Aastamangalam Finance Limited
511766,INE296G01013,MUTHOOTCAP,B,MUTHOOT CAPITAL SERVICES LTD.
511768,INE677D01029,MASTERTR,B,MASTER TRUST LTD.
512008,INE886D01026,EFCIL,X,EFC (I) LIMITED
512014,INE754D01018,SOBME,XT,SOBHAGYA MERCHANTILE LTD.
512018,INE135H01029,CNIRESLTD,XT,CNI RESEARCH LTD.
512020,INE967G01019,ZSARACOM,X,SARASWATI COMMERCIAL (INDIA) L
512036,INE393H01016,KAPILCO,XT,KAPIL COTEX LTD.
512038,INE887D01016,TCC,XT,TCC CONCEPT LIMITED
512047,INE510H01015,ROYALIND,XT,ROYAL INDIA CORPORATION LIMITE
512048,INE195E01020,LUHARUKA,X,Luharuka Media & Infra Limited
512064,INE762D01011,VISVEN,XT,VISHVPRABHA VENTURES LIMITED
512068,INE945F01025,DECNGOLD,B,DECCAN GOLD MINES LTD.
512070,INE628A01036,UPL,A,UPL LIMITED
512093,INE234B01023,CRANESSOFT,Z,CRANES SOFTWARE INTERNATIONAL
512097,INE092G01024,SAICOM,X,SAIANAND COMMERCIAL LIMITED
512099,INE750G01019,EY,X,EYANTRA VENTURES LIMITED
512103,INE276H01013,NIDHGRN,XT,NIDHI GRANITES LTD.
512115,INE649C01012,ROSEMER,XT,ROSE MERC.LTD.
512131,INE529F01035,SIGIND,B,SIGNET INDUSTRIES LIMITED
512149,INE758A01072,AVANCE,XT,AVANCE TECHNOLOGIES LTD.
512161,INE650K01021,SECURKLOUD,T,SECUREKLOUD TECHNOLOGIES LIMIT
512165,INE365O01010,ABANSENT,X,ABANS ENTERPRISES LTD
512169,INE968E01012,CAPRICORN,XT,CAPRICORN SYSTEMS GLOBAL SOLUT
512175,INE685D01022,VAMA,XT,VAMA INDUSTRIES LTD.
512179,INE805D01034,SUNTECK,A,SUNTECK REALTY LTD.
512217,INE730E01016,PRISMMEDI,X,PRISM MEDICO AND PHARMACY LTD.
512229,INE379J01029,VERITAS,T,VERITAS (INDIA) LTD.
512237,INE070D01027,JAICORPLTD,A,JAI CORP LTD.
512247,INE894A01026,ASHCAP,XT,ASHIRWAD CAPITAL LTD.
512257,INE895A01023,SVARTCORP,X,SWASTI VINAYAKA ART AND HERITA
512267,INE200D01020,MMWL,B,MEDIA MATRIX WORLDWIDE LTD.
